reason,transaction_sk,member_id,transaction_ts,amount,points_earned
orphan_transaction,b4dd20657e7910101fe2f05f188bd045,M9000105,2026-01-07 13:08:33,73.33,147.0
orphan_transaction,a35744a5bfb77a4167e0dab8c4a65065,M9000106,2025-02-25 02:16:56,39.88,70.0
orphan_transaction,3fff683195db2516b60fc6573643f60d,M9000107,2025-01-18 18:13:12,46.4,107.0
orphan_transaction,425e54ee84a7303c2606b50b764a713e,M9000108,2025-09-05 22:40:09,60.19,138.0
orphan_transaction,0f0058f65ba3d4de6e139b7db76cb419,M9000109,2025-03-12 17:57:30,80.33,185.0
orphan_transaction,5c54b65d3b7f837c6352286231944bfc,M9000110,2026-06-05 18:49:28,67.61,156.0
orphan_transaction,ad716c4b42a5e2fe686bea850a4c9a48,M9000111,2025-01-31 09:27:13,39.68,69.0
orphan_transaction,7f4494c91a769e9126bcceeff4c68a1b,M9000112,2026-01-13 06:27:06,24.29,49.0
orphan_transaction,aef73532b7cfdf960303804b5fe1afc0,M9000113,2025-01-11 19:46:07,28.82,66.0
orphan_transaction,c2cf7da67fa4092cc1d68efd169e422e,M9000114,2025-05-28 10:41:04,63.73,147.0
orphan_transaction,1a993ad54110027159145002d3d7cf76,M9000115,2026-05-10 09:17:48,91.23,210.0
orphan_transaction,58620ea42530f09993c27cb100c7b2fa,M9000116,2025-08-12 06:40:34,58.88,103.0
orphan_transaction,592c96ad80095b2413e699fcaef0b704,M9000117,2025-11-09 16:25:53,40.48,71.0
orphan_transaction,174402cb8f8f607da22c7e4e648ec0c9,M9000118,2025-09-05 08:25:16,56.54,99.0
orphan_transaction,8446dd5773b1cd5c17b2af5dfbc98e83,M9000119,2025-12-06 08:20:31,85.27,196.0
orphan_transaction,810bd70a1f0292167879de0950eca939,M9000120,2025-07-17 02:36:24,70.72,141.0
orphan_transaction,7a13f0ef1ab8f6d574d82220a1d69224,M9000121,2025-05-13 08:18:29,173.35,303.0
orphan_transaction,b18a130bf4781e33d81c9cca0176b367,M9000122,2025-08-30 19:51:45,72.09,126.0
orphan_transaction,3cbfe0a13567ef85bc8c4e6a19b1d4d8,M9000123,2026-04-02 03:55:33,30.65,54.0
orphan_transaction,8a7458083b94e78e4d57dfe385c2ecdc,M9000124,2025-05-26 04:28:09,42.82,86.0
orphan_transaction,f2b7b5e3aa05b50c931680b1c1d34500,M9000125,2025-07-09 19:08:48,115.72,203.0
orphan_transaction,91a918f5cb299bc18a0e3e2a1edc0552,M9000126,2025-10-02 23:53:48,134.7,236.0
orphan_transaction,e144a537efc806f1283f2cef38134fb9,M9000127,2025-09-13 10:13:00,41.93,96.0
orphan_transaction,8a04941181925540a3240cfda0b442d4,M9000128,2025-10-26 08:29:11,63.28,127.0
orphan_transaction,1de8890148c6c5be86b2e45af5ca11f1,M9000129,2025-06-17 13:05:18,84.19,147.0
orphan_transaction,0ca86202aaac72095d58193ef7abdb81,M9000130,2025-06-22 08:22:57,53.18,122.0
orphan_transaction,69ab70c7be74afe6537cfd3e1c53fec1,M9000131,2026-06-19 12:04:31,50.57,88.0
orphan_transaction,d4476c73983031fd619c7868c3302b92,M9000132,2025-10-03 19:15:41,64.99,130.0
orphan_transaction,92cf99ddbb1fa94f9c613a3dc2ebdd02,M9000133,2025-05-14 04:39:05,83.99,147.0
orphan_transaction,c3c6c809172c4e151bc5848ec53198b0,M9000134,2025-04-13 00:01:53,74.98,150.0
orphan_transaction,5424073cce61a8a2a21cd3e54ab6d2f9,M9000135,2026-06-12 06:22:04,22.36,39.0
orphan_transaction,462e7b547e51dd18ca39c3186ca4ccfe,M9000136,2025-03-31 09:13:13,44.6,103.0
orphan_transaction,2a863ba1f5d825448b4d980d4b4f5f70,M9000137,2025-07-08 18:02:08,56.54,130.0
orphan_transaction,817560624e265265fc1cf6c50f35f88a,M9000138,2025-02-21 00:13:14,54.7,126.0
orphan_transaction,ecf8163471c44320d0708103c39bddde,M9000139,2025-12-23 11:59:00,26.78,62.0
orphan_transaction,ec12c3414185cbf1e56b049bfc79fa2b,M9000140,2025-05-09 06:30:56,170.37,341.0
orphan_transaction,fb8a83efceb16626e44faf448669fe10,M9000141,2025-09-15 07:25:02,54.55,125.0
orphan_transaction,28a3abb780e64429d012f2ff7aebfc67,M9000142,2025-01-16 03:30:13,26.28,46.0
orphan_transaction,4deb9f312cb1eb4b327af310ba3392d4,M9000143,2025-09-06 16:10:11,25.83,52.0
orphan_transaction,ed1d3e84f555cea8d4600e9648155cef,M9000144,2025-12-22 07:13:53,47.71,95.0
orphan_transaction,7df2dc4ec73de49f05864a7b1054d627,M9000145,2025-03-18 07:44:21,53.95,108.0
orphan_transaction,74413f662df93c42ab7310434c53776c,M9000146,2025-06-28 23:47:27,103.85,182.0
orphan_transaction,4b67c4cefe6e796e497198f6c09bf0e9,M9000147,2025-06-01 02:53:44,71.37,164.0
orphan_transaction,bbc2bff04daeaf484eddddb1991bd7f0,M9000148,2025-07-30 12:07:42,42.94,75.0
orphan_transaction,5bc48225684437cd1d9bf0d7c8755973,M9000149,2025-03-09 00:08:31,52.47,105.0
orphan_transaction,a9c05e7851d1194c4ca98a710123a370,M9000150,2025-06-14 18:41:47,135.7,237.0
orphan_transaction,831f8edc6179d0bedb36e3452ac137cf,M9000151,2025-09-05 07:46:44,39.08,90.0
orphan_transaction,d40939ad5a85ee10745e8123f9dda31e,M9000152,2025-09-17 01:47:47,25.36,51.0
orphan_transaction,6ef285cb1775fff5ca44a5ca4d925283,M9000153,2025-03-25 03:04:49,48.28,111.0
orphan_transaction,4f643e556d3d9dc0d5eaf468e7d6ae13,M9000154,2026-03-16 22:17:52,110.73,194.0
orphan_transaction,0a4c88f1a5a1ed160449b2d60dcfc59d,M9000155,2025-02-16 20:46:29,111.39,195.0
orphan_transaction,7637600f44e411b45cb4c7c46816e67b,M9000157,2025-11-15 03:10:44,71.82,126.0
orphan_transaction,73e6730ee36ac18632bf8b920b5b1b50,M9000158,2026-01-21 02:22:24,19.91,46.0
orphan_transaction,7c6ce1fb362a0ee61c06e68dc17d069a,M9000159,2026-06-18 01:10:20,90.12,158.0
orphan_transaction,ed3b97827e2a9107317c73a9db54917a,M9000160,2026-04-05 04:45:59,105.37,184.0
orphan_transaction,69b540e272ec77b533d47ad3f5cfa244,M9000161,2026-04-25 17:08:40,55.61,128.0
orphan_transaction,160920fbcee051c0f6e27fbbecac692a,M9000162,2026-01-21 02:49:02,83.52,167.0
orphan_transaction,29ef50cc19c2d8002397c9466d236ef9,M9000163,2025-04-15 21:20:38,134.05,268.0
orphan_transaction,a2f5b0cf66237d08c3222ce759bc90ad,M9000164,2025-09-13 19:25:42,15.76,36.0
orphan_transaction,1ac2822e6626363ce1857b56d0a696d9,M9000165,2026-03-10 11:57:03,49.91,100.0
orphan_transaction,57a0ddd6d18b84a14d4d0084b0ebe3ac,M9000166,2026-02-22 05:38:21,76.65,153.0
orphan_transaction,54b9464854067d33fc0a6e1410fe2ec8,M9000167,2026-06-27 23:06:47,30.59,61.0
orphan_transaction,1786437d2416d22e824615c46e981ace,M9000168,2025-09-15 07:19:59,95.06,190.0
orphan_transaction,32630d96f8a56f0cda014804ddaaf4bd,M9000169,2026-06-18 12:54:09,67.1,134.0
orphan_transaction,19d4666486ccd7a03b179c6e33a17b05,M9000170,2025-03-21 18:01:07,33.38,77.0
orphan_transaction,b567768d43b3e3720ad5dad39edfca38,M9000171,2025-03-22 11:59:51,32.3,65.0
orphan_transaction,3d211a9f941dfff26d4f76b590fac16f,M9000172,2025-07-15 02:52:41,7.86,14.0
orphan_transaction,47dd05949c6e5dbec6a494e25837de45,M9000173,2025-10-19 22:52:33,16.16,32.0
orphan_transaction,0435ad1790a937cc71f1a35a5cc7aa10,M9000174,2025-02-06 14:36:14,101.28,233.0
orphan_transaction,ddb22463d96eaf0e5da7697138efca5a,M9000175,2026-05-11 18:29:15,85.41,149.0
orphan_transaction,698d61f95c5fee2b0388ec430d61abb7,M9000176,2025-10-22 14:19:35,37.78,76.0
orphan_transaction,0c0c29a89643802d4be91a751664cbe3,M9000177,2025-08-05 05:53:09,101.15,202.0
orphan_transaction,d7d566e3108372219395d6d5e557b6b5,M9000178,2025-03-09 05:21:21,83.99,147.0
orphan_transaction,d744995b9dccdcd43ed99fb61652fdcd,M9000179,2025-07-05 21:11:10,18.52,37.0
orphan_transaction,1ca4c5454df467e592d9b07cc36bc7b8,M9000180,2026-04-29 06:40:13,114.47,200.0
orphan_transaction,9bc5660ad763b981450d4b12907289a1,M9000181,2026-03-09 21:25:36,28.22,56.0
orphan_transaction,fa57ab9fd6ceec8949bda95bc6cf330b,M9000182,2026-05-25 13:47:57,25.13,58.0
orphan_transaction,5d999cebc45c94810adec00dfc31ca54,M9000183,2025-02-13 21:34:47,77.01,177.0
orphan_transaction,6f091497d35b3fc0e185de513157258e,M9000184,2025-08-17 02:50:21,41.57,73.0
orphan_transaction,39160929c320aecd5eacdec4f370ee29,M9000185,2025-11-24 20:31:07,58.9,135.0
orphan_transaction,65a6e0f27005a6508c090418c9a6356b,M9000186,2026-06-02 09:25:52,123.2,246.0
orphan_transaction,f8bd98d28166a50ccf59bb45c1155fd0,M9000187,2025-11-20 22:34:06,132.37,232.0
orphan_transaction,bc2f47f637a257cdca5beb2bb7dd5a5a,M9000188,2025-05-08 06:21:38,58.66,117.0
orphan_transaction,55c0a028f60c119c813ddc664664b61e,M9000189,2025-12-29 15:06:40,27.97,49.0
orphan_transaction,b913e2b6724c73beeaa8b5130127f16d,M9000190,2025-10-15 22:27:17,72.05,144.0
orphan_transaction,b852768e7907040253da36531e804021,M9000191,2025-09-11 02:41:06,48.63,85.0
orphan_transaction,da301ea09e34c0e585cb9b4bfa6a3709,M9000192,2026-06-05 12:19:09,39.17,69.0
orphan_transaction,81433c3ff3b4dfeef1cd71f4bf4cb1bd,M9000193,2025-09-29 08:32:59,38.34,77.0
orphan_transaction,b70b3a8294ca7076a281d719049f74e2,M9000194,2025-07-30 21:47:18,125.72,289.0
orphan_transaction,749e7f4d429e0373ef02fd9c5af865f0,M9000195,2026-03-29 10:19:08,83.54,167.0
orphan_transaction,abcee0adcefdc78cc810b49a3c4d246d,M9000196,2025-01-02 01:12:55,24.02,48.0
orphan_transaction,e5e783b33873786b0f24fbf095eb402b,M9000197,2025-12-30 04:34:02,38.68,89.0
orphan_transaction,9ea73be93a5352d5dc028331a58a60da,M9000198,2025-03-03 10:16:17,91.17,210.0
orphan_transaction,c652ae4023afe497b61fbf33f9f232f4,M9000199,2025-08-22 11:58:21,33.67,59.0
orphan_transaction,7225678e48b6ee4cc5d74a39a3e40c36,M9000200,2025-08-09 19:28:41,74.18,130.0
orphan_transaction,9a82f3598f1895e460c1c28e3d2fe1ea,M9000201,2025-04-11 09:14:21,192.43,337.0
orphan_transaction,a1b1a772f0b73d437b84832aa9779a4e,M9000202,2026-05-14 01:08:15,85.6,150.0
orphan_transaction,246c387c4bfbdec8f57983790417ee5c,M9000203,2026-06-16 11:06:04,19.01,33.0
orphan_transaction,4055903bf6fff3582eb523f255d4ed92,M9000204,2025-08-07 13:46:35,46.17,81.0
orphan_transaction,a6b134356c7b16dd0606b96e5218994a,M9000205,2026-05-14 20:53:07,21.22,49.0
orphan_transaction,58c23e47659d77cff129eddbce23023b,M9000206,2026-06-23 15:18:35,51.97,104.0
orphan_transaction,dbfbe221d616cb6b946ffa8a27c5c42a,M9000207,2025-01-08 08:22:12,67.42,118.0
orphan_transaction,2c8cba457b88fbce346dbb06e62ad102,M9000208,2025-12-06 00:49:08,139.35,244.0
orphan_transaction,5aa4d561d7be3d4624d41e58e7c5b712,M9000209,2025-09-05 17:40:33,35.33,71.0
orphan_transaction,79f6a43276c426170e56a787e63c3e02,M9000210,2025-06-01 07:49:29,37.43,66.0
orphan_transaction,53b9335f3adb373d84ca96e79b57b0f8,M9000211,2025-04-12 04:55:53,35.92,72.0
orphan_transaction,13884468c1696529f7f5bf36ff224530,M9000212,2025-08-02 09:27:03,117.69,235.0
orphan_transaction,4422c940e730a4c68c0dbb59ea1f6c2a,M9000213,2025-07-16 07:15:21,47.29,109.0
orphan_transaction,ee9dd4e4cd337edbfeec6567a1521a74,M9000214,2025-03-14 12:58:53,56.36,113.0
orphan_transaction,3a52d2215fdc8399239d06add272cb1b,M9000215,2026-04-15 20:56:41,130.4,261.0
orphan_transaction,6fd50237451cbe552b11e85358894da6,M9000216,2025-12-30 14:46:26,52.37,92.0
orphan_transaction,8fb14c80d4e918466e95cac476fa8792,M9000217,2026-04-17 06:55:31,62.85,126.0
orphan_transaction,1c91d201783038fdfb2d1decf0731438,M9000218,2026-04-19 06:16:37,70.68,124.0
orphan_transaction,208e7bb52fac5444f51becd789fd18eb,M9000219,2026-03-12 01:29:48,52.48,105.0
orphan_transaction,8f850db8dbc418166da3b6c1962cb713,M9000220,2025-03-08 17:20:19,32.05,64.0
orphan_transaction,dda5c2d804cc77f949e3ba2177a0f007,M9000221,2025-06-21 12:32:56,58.79,103.0
orphan_transaction,2463f9a4c8ea96bbcf78b72b56cae97d,M9000222,2025-05-08 13:03:03,37.39,86.0
orphan_transaction,6252c8ea65c405737f1c8eb9d865a8f0,M9000223,2025-05-10 09:16:57,66.44,153.0
orphan_transaction,76b72215afece9770ecdaba73713ea77,M9000224,2026-04-22 11:28:21,34.91,70.0
orphan_transaction,e62f84729e2b710ae5b24e48c49102f5,M9000225,2025-07-12 18:19:54,51.14,89.0
orphan_transaction,625c5f68dfde11ebb537f76696021f60,M9000226,2025-07-11 03:54:05,165.67,381.0
orphan_transaction,192603e77021aee8b59cdb9519ccf434,M9000227,2025-11-30 08:19:19,12.3,28.0
orphan_transaction,fd88cb0be05d643aa526738caf93ba68,M9000228,2026-05-25 20:05:14,32.56,65.0
orphan_transaction,ca5d9678301147b324efd7a5eb580324,M9000229,2025-09-12 03:13:54,71.53,165.0
orphan_transaction,2e75e9885c7b9183a60dc1a11d372158,M9000230,2025-11-04 15:46:20,84.04,193.0
orphan_transaction,a20697c258cd9c1f11a3376c2a6a368a,M9000231,2026-06-05 11:43:43,26.14,52.0
orphan_transaction,958ba1c07c362d3d110aa41a6c772c68,M9000232,2025-12-02 21:35:47,104.02,208.0
orphan_transaction,6c7cf310fe248e934164e3abb94b2ab0,M9000233,2026-03-13 11:52:43,81.0,162.0
orphan_transaction,2af832b055f9b942fbc7c4b2b9035b03,M9000234,2025-11-24 06:54:25,24.02,55.0
orphan_transaction,3e6f7ae9a5e086e6b90fec6c6b112658,M9000235,2025-09-29 22:56:25,84.17,168.0
orphan_transaction,e4e7c5a56690ea16bc0b4a56edac47bd,M9000236,2025-03-07 14:10:39,372.72,652.0
orphan_transaction,8ff1f3dc881d3496c39119fc50f9aab2,M9000237,2025-04-26 12:38:10,49.47,87.0
orphan_transaction,cff8e6fa2c1d7c641ea9e75775275b9d,M9000238,2025-04-09 16:39:44,89.42,156.0
orphan_transaction,dcb8c4fc3b84bcd4a1c449cbac2c768b,M9000239,2025-04-12 07:44:51,21.13,37.0
orphan_transaction,50dafb4c88471f3c2be1d2dddae9a050,M9000240,2026-01-22 00:30:00,67.26,118.0
orphan_transaction,a272784ddc0154fe19540f92d224890f,M9000241,2025-02-03 17:06:22,32.4,57.0
orphan_transaction,68bfed409037c26968134686ef35a87c,M9000242,2025-06-13 19:04:10,54.25,125.0
orphan_transaction,cfdbe31c8b3666630689742ff7cdca58,M9000243,2025-03-26 16:14:37,57.0,100.0
orphan_transaction,e88a9096e8368a9a082b965349399594,M9000244,2026-02-19 08:38:49,33.89,68.0
orphan_transaction,f24b00928ab9fa5000fb62a42b03db5a,M9000245,2025-08-28 06:22:35,60.19,138.0
orphan_transaction,74f146079439498b22422aef0761aab9,M9000246,2025-02-13 07:27:38,44.19,102.0
orphan_transaction,0f32c15ba08acfd86cf7692fa34042bc,M9000247,2025-04-16 02:04:20,72.99,168.0
